customer_id,name,age,income,credit_score,employment_status,existing_debt,has_defaulted,is_approved,_id
00d297c8-349c-4b9b-a356-18b01670c0c3,Jennifer Frost,34,68783,537,Employed,28095,1,1,
ed470ac9-bc52-44a2-9203-5b05853b49fe,Joshua Olson,34,102620,649,Employed,48021,0,1,
dc36646b-cf06-42b0-a0db-9d50b6278cf6,Michael Daniels,27,85133,397,Unemployed,314,1,1,
d328596f-905d-4d98-9593-652313c54d34,Michael Rodriguez,62,73049,576,Student,29967,0,0,
40e71c5a-21d5-41da-8005-48ee584b3868,Erica Hobbs,45,110133,350,Employed,24397,1,1,
b71f8aff-953f-4477-aa01-df9b3d06f925,Richard West,22,36634,511,Employed,17067,1,0,
bf6785a5-0c5a-4027-9aa1-91a353dea34b,Amy Mercer,63,36636,520,Self-employed,5362,1,0,
74c0decc-44cf-4e47-8d40-9d9804158bdb,Tina Lopez,35,77784,453,Unemployed,24475,1,0,
3451387b-b1e3-4319-a313-af4d3d812054,James Edwards,44,96393,839,Unemployed,46752,1,0,
827837ee-03dc-4c90-9654-7d551199f382,Sarah Davis,29,92281,808,Unemployed,28593,1,1,
20e67fa3-a173-4296-b54f-abd86f2818af,Jessica Wong,52,24562,741,Self-employed,5072,0,0,
33a463da-d0fa-4b42-922a-00c968d213fa,Nichole Adams,55,95323,847,Self-employed,8577,1,0,
186dda30-f162-47f2-a96e-369ee49b6902,Robyn Daniel,19,74779,842,Student,35588,1,1,
228cb52a-9842-4209-bab1-7fd9a7629d53,Michael Myers,45,45844,303,Employed,4466,1,0,
a92447f7-2b6a-478f-97dc-db3b52cd807c,Rebecca Banks,20,31510,746,Employed,48841,0,0,
8f7e3452-586e-4817-9f77-a8861428944a,Michael Gates,62,92396,716,Employed,15242,0,1,
6201d488-21ba-4745-aee9-8415d0440468,Emma Kelley,57,99280,359,Employed,48724,0,0,
e801a3de-aa63-42f6-8a0c-0f3841204f00,Anthony Stein,29,82311,365,Student,18209,1,1,
675cc1fe-5b91-480f-8dec-6daa723e73e7,Raymond Howard,26,50040,563,Unemployed,34342,0,0,
b69b95ad-8fbc-4592-b739-2df808898e95,Laurie Le,48,118288,846,Unemployed,48565,1,1,
f8471008-a654-405d-879e-662179cabe6a,Sonia Miranda,54,72716,668,Self-employed,6112,1,1,
41c00217-9174-4ec9-83df-e704f1d703dc,Casey Jackson,34,55621,748,Unemployed,26129,1,0,
3fe288e1-9d5e-458b-aad9-9df35f0a9fe2,Sandy Adams MD,59,107910,601,Student,23920,0,1,
3ebd41fb-157b-4c36-a5e4-49b801a4da5c,Crystal Mclaughlin,34,86897,794,Employed,7938,0,0,
0c6cceaa-35e6-4f7e-a846-7df9b52395bb,Rebecca Davis,67,73863,546,Self-employed,9075,1,1,
fef24457-3245-4f79-a0f8-09f9d3212c28,Bradley Booker,31,72780,662,Unemployed,45258,1,0,
bfa99e68-1d88-44bd-9c3e-0afb555261bb,Jamie Dean,22,108644,625,Self-employed,25350,0,0,
dea83b6c-48df-425f-aa6a-a422043c938e,Jonathan Williamson,46,59956,578,Self-employed,32740,1,1,
7f67a8c0-10a1-4556-984a-7cbb8fa44008,Crystal Flynn,38,44240,753,Self-employed,2587,0,1,
f25edcb9-4999-436d-b83b-a07b728bee9b,Edward Sanders,32,20986,423,Self-employed,29886,1,0,
d8c47645-05dc-4685-9a7f-fc889db9cef6,Heather Smith,22,103242,300,Student,28859,0,0,
dccd3eab-ff0b-4bba-a872-df6b0c336187,Cory Miranda,37,24380,849,Student,27804,1,0,
8c4759cc-14d1-44e3-bfa0-cb8bff457d92,April Jackson,47,94748,383,Unemployed,22413,1,1,
20c72112-92a4-4f4f-a48d-971006316cbb,Ronald Lopez,45,56476,671,Self-employed,2843,0,0,
c2aab390-1c9d-4ab4-8ede-d713af6c36ed,Ray Cooper,58,81172,657,Unemployed,33146,0,1,
6169fd80-354a-43f6-9623-1cf3a03a2878,Eric Butler,37,35267,374,Employed,34602,0,1,
9d403ba0-ae0a-4cd0-b863-ba40ac348b7f,Gregory Grimes,53,113964,612,Self-employed,4613,0,0,
4eb206e0-cb1d-46da-beb4-3b0ca7a68208,Nicholas Hampton,26,72921,577,Employed,37650,1,1,
16edffe7-777d-4f0d-a924-395e93b6bf32,Jason Bass,20,57946,791,Student,33653,0,0,
5b20b219-6d0c-4cac-a520-88e4d30d3437,Richard Rice,25,50508,820,Employed,28825,0,0,
f42f403c-2fdd-41f3-8bc2-1e51108fcf22,James Smith,69,99975,759,Employed,16517,1,0,
c7156128-5698-45f9-ba13-c7c5429ddbc3,Daniel Jones,37,94542,400,Employed,9797,0,1,
b3ab79c4-56b6-4b44-94e3-bada86050aef,Nicole Kelly,24,90678,831,Student,29217,0,1,
6cdb3e74-98d0-4fe6-9628-0fa15ac9b7cc,Lisa Wolfe,53,36249,733,Self-employed,46716,0,0,
675f89b4-1d8d-4937-b304-423df0690e36,Erin Turner,55,22507,842,Unemployed,48337,0,1,
b8a12323-597b-4d1c-b76e-ed6180a4c233,Evan Thompson,29,99337,449,Employed,484,0,0,
252885c5-3d29-4c27-9367-d6b24505df3e,Adam Leblanc,42,36026,646,Self-employed,176,1,0,
8cbee931-4cef-488b-9146-fe3c2ea37f2b,Jennifer Spence,30,35651,341,Employed,48875,1,0,
b0457a35-fc5d-4a7e-a4ec-3a9021d020fe,Jasmine Thompson,28,84589,408,Employed,27085,1,1,
6d0081c2-f798-4082-ba22-dec45810a40d,Kimberly White,25,42770,389,Unemployed,21095,0,0,
c0df4c88-08f9-42f6-a1f3-c1a8017078fd,Erika Stephens,47,44062,442,Unemployed,42856,0,1,
7d3735cd-d384-4adf-93da-16ebf036587d,Caroline Johnson,50,57406,738,Self-employed,36167,1,1,
e2a9c4f6-b17d-4a42-87bc-aebbad52fe81,Jessica Smith,53,58422,351,Employed,3513,0,0,
a6311502-f814-4a2d-b63e-960d1f1cb5e9,Denise Underwood,43,99540,841,Self-employed,20669,0,0,
6db30fb6-1c6e-4d7b-93ee-74ba04330feb,Jennifer Morgan,46,110225,586,Self-employed,41610,1,0,
43b310ef-9101-4d46-a3d8-138f767ace21,Shannon Andrews,63,70901,592,Student,48253,0,1,
52918e33-1348-4821-8940-57924890c976,Rebecca Ortiz,52,44393,776,Student,3018,1,0,
127a1e9d-9c37-4689-b075-700deafe5553,Thomas Harrell,51,76894,542,Student,26965,0,0,
4cf5b9f8-2cee-42cc-9a54-05d3a4c83d8e,Jeremy Brown,21,62695,624,Unemployed,46388,1,0,
1c6826e2-c6e8-4e94-b790-dae32b2e22d8,James Rodriguez,64,99247,712,Employed,39835,1,1,
5ed74472-3378-4eab-9254-a528d43b95aa,Victor Conway,22,32979,555,Employed,49743,1,1,
2e0ca5d0-fbf6-4e99-821f-c0db020a83d9,Brittany Hall,46,50733,450,Employed,49603,0,1,
cef87c4b-d590-4c67-b57e-5e0e97d256d8,Nathaniel Brown,59,116061,800,Student,23080,1,0,
c04ece15-17c7-4129-ba42-7fdf5720248a,Meghan Cooley,42,73739,455,Unemployed,29867,1,1,
3f26cd85-11a1-4346-b489-46cb9ea0fd52,Anthony Brewer,43,97654,341,Unemployed,3669,1,0,
2d9a3d78-2f7a-4a38-81a4-6b59b8b35bba,Zachary Green,65,52123,810,Student,30086,0,0,
073b24b8-78c9-43bf-b6af-e34c84d3f7a9,Stephen Tyler,60,73125,818,Self-employed,44085,1,0,
3232b0eb-ce9e-4284-9a42-e72961d264f3,Tyler Hughes,39,115678,475,Student,5291,0,1,
beda3c2e-f5ab-4fe0-94ff-6e84bea42c89,Yesenia Washington,47,101412,392,Employed,27768,0,0,
5c20f626-5bd8-45e4-8c23-24ccfe6c0eb0,Heather Montoya,68,73397,556,Student,3884,0,1,
f6da6b1f-1dfd-43ce-b985-523aa956f6a1,Victoria Andrade,60,32501,509,Student,4276,1,1,
4f566008-c639-4b7c-ab82-731cf05b696e,Jacqueline Mejia,53,96811,768,Unemployed,38487,0,0,
54d0f612-17d5-4407-a7cf-3a8a66682ae1,Erik Villanueva,21,87647,671,Self-employed,35285,1,1,
2d743420-6912-42b1-a8f6-4b0fba92119f,Jason Daniels,26,43760,507,Self-employed,18137,0,1,
abf8c320-d795-435e-8145-13546ab147b5,Daniel Warren,23,69165,356,Employed,41037,1,1,
a4344485-58c8-40e6-8640-2ace6c974e14,Adam Burns,43,42530,487,Unemployed,48628,1,0,
69eb47f9-7ba0-455b-9d10-9d76f777af6f,Jody Carroll,52,52835,765,Unemployed,27229,0,1,
b2f70a1c-c991-4aab-a9ba-da170fa882da,Sydney Clark,28,58636,647,Unemployed,46879,1,0,
3af0fcd8-cbee-4733-96f1-fd96e6e2f1ba,Deborah Hill,63,60825,669,Employed,9398,0,1,
0186dde5-248c-49f5-ba82-4c0e349ac52e,David Rasmussen,41,116720,806,Unemployed,7186,1,1,
4aa42df4-cffd-4c08-97c4-598de91b4e95,Terrence Russell,60,25824,538,Employed,16061,1,0,
603fb427-620e-49cc-a75b-982f612abe32,Michelle Barber,30,108726,683,Self-employed,24377,1,1,
dea7eb2c-653a-4beb-9026-dfc8da6d6a47,Scott Johnson,67,112412,656,Unemployed,2736,1,1,
7c3206af-898a-479f-80d8-1a6d55e50c30,Adam Harvey,48,106784,549,Unemployed,44413,0,1,
e9f400dd-b24c-4a12-9f0c-caa322eb59d1,Scott Mcintyre,42,35792,778,Employed,13329,1,0,
373ac3da-7962-4fc5-85de-97e5cfa89068,Rebecca Alvarez,48,84655,778,Self-employed,32693,0,1,
2420449b-9aec-4785-a0f8-e620416985ab,Martin Sandoval,61,94585,532,Self-employed,42852,1,1,
247e583b-4dbc-4643-b6df-9a88f903b168,Brittany Perkins,33,39543,599,Employed,33671,0,1,
77427768-d150-4f06-b7e4-245157490f6c,Adrienne Kelley,47,113816,841,Unemployed,4206,1,0,
22660a3d-d636-48f1-a574-319af3a6c8ee,Ronald Chandler,38,66001,369,Unemployed,23249,1,1,
d7c5cb4e-e1fb-4152-aa3c-8a54c5128489,James Herrera,49,118339,593,Student,9727,0,1,
ef6642ee-f74d-4600-a5d2-d069e13fbf44,Roberto Lopez,33,25472,308,Self-employed,26085,0,1,
f1d8b053-5929-4f09-9092-74935100a8fe,Hector Payne,53,29272,638,Employed,41183,1,0,
79f6bf79-fd77-4a07-8231-c17385a826fb,Karen Woods,32,95362,570,Employed,43309,0,0,
d382a67b-2417-41d8-a2b6-a10a1201bb21,Henry Martin,56,55800,780,Employed,40391,1,0,
ca6b6266-e688-4953-b7c5-96b2d77db5a9,Miguel Campbell,69,50817,361,Employed,13909,0,1,
07dbda55-b7a1-47c2-b649-159f9befa145,Cheryl Poole MD,39,35328,424,Self-employed,29015,0,1,
efd1614a-ae5e-4368-b53f-cb5db2d9ff86,Russell Chavez,51,49150,490,Self-employed,37647,0,1,
4e4c5d11-e9e6-444b-b231-0f4e7027ceac,Rebecca Greene,59,93580,443,Self-employed,17621,0,0,
2f661974-ab7c-46dc-8a0a-7f230f3b9b6a,Karen Cross,54,53847,686,Unemployed,15513,1,1,
5a88325f-3a51-4a65-8614-54097f585d9e,Ryan Zimmerman,46,22998,640,Unemployed,28181,1,1,
41330d7e-da4c-471f-b3a5-ec6ba349f82e,Edward Mcdonald,26,67517,676,Employed,22878,0,0,
67e01c53-044e-4604-ad13-e9069fed0d16,Russell Fitzgerald DDS,61,106506,341,Self-employed,15621,1,1,
a56c6e5c-4d7d-4a0d-800e-19a00429a4ca,Barbara Black,37,28924,481,Unemployed,45972,1,0,
3683f6cd-9699-4525-b3c0-7ec5cb91bcc0,Diana Campbell,58,39285,838,Self-employed,44330,0,1,
93e83d65-c71c-492f-9317-4b2d2c94db13,Brenda Barker,69,76861,749,Employed,48035,1,1,
b17af6dd-e15f-4cb7-9626-0e83ca0cccc5,Gary Mccormick,31,21736,703,Student,9792,0,0,
c0ba9652-9ca8-4edb-bbdf-c10a4dab935c,Joseph Smith,53,27633,685,Unemployed,9368,1,1,
89cb608e-b3ec-4b12-b541-915b13e7f4c2,Nichole Cordova,47,41020,531,Self-employed,21029,0,1,
4e197e91-0556-475c-a87e-cab455262142,Karen Brewer,52,76158,655,Unemployed,13387,0,0,
8569fcfa-e366-49e3-9dc6-136de76d35f9,Aaron Williams Jr.,32,52548,538,Student,2810,0,1,
c29f8a95-865d-42fd-a229-9ead98ed6b5d,James Holden,41,36993,777,Self-employed,1477,1,1,
b37ea35f-3d11-4e4e-9514-a979680ab132,Natalie Hall,40,113193,591,Student,40272,1,0,
500e2f77-be30-422c-aadc-d043df0c6947,Daniel Frederick,31,71177,619,Student,9700,0,1,
41110104-1e01-455d-9804-f8c03aaa8b1b,William Sanchez,31,42274,793,Unemployed,21976,1,0,
04e91726-8ec5-4bdd-8225-9248172cf43a,Jeffrey Williamson,40,70584,491,Student,42850,0,1,
f5a7c76e-ac0a-4e7b-b7b3-42d2ec483e13,Sarah Navarro,61,107263,632,Self-employed,520,1,1,
c48a1271-51ee-4687-9c34-e76d9afc83fc,Dr. Joshua Welch,46,77920,328,Unemployed,24298,1,0,
7216a4a3-ba1b-40af-8570-65d08dbb9719,Colleen Hall,56,79829,464,Student,33865,0,1,
b10b00ad-5968-4b16-a346-2ff52a59e6b8,Elizabeth Bell,27,50066,835,Employed,12863,1,1,
2210d8ef-9941-4d9f-a559-bb179648b83c,Haley Lawrence,69,85875,473,Employed,37445,1,1,
b59ef381-06d0-48b4-ba0d-7cfdf494cb6a,Eddie Holloway,55,20611,509,Student,15999,1,0,
9ba22579-587f-474e-97c7-d2e7177a2227,Amy Sawyer,18,115097,377,Unemployed,37914,1,1,
54a2f9dd-1997-40e1-9dca-d4f25dd333c3,Sean Gregory,20,52943,533,Student,40649,0,0,
9ca96ee8-264b-4c52-aa72-6ccfbcc399d6,Matthew Willis,55,38875,547,Self-employed,33189,0,1,
5a465ad9-c684-42aa-bba0-6a787528a29c,Erica Davis,34,113468,574,Self-employed,20839,0,1,
dfa24c35-ba59-4443-9388-c9ac3a341900,Edward Perry,30,83889,336,Employed,10255,1,0,
32ae5127-e5a1-4856-8adc-6150d741b26c,Debra Manning,51,51415,837,Unemployed,41531,0,1,
7833757c-43e6-4add-bda5-65e7f52ee3b4,Andrew Lopez,53,82946,411,Employed,12096,0,1,
7cdf2692-6f44-4a58-a74f-2e1ae43267f4,Beverly Gonzalez,61,26613,756,Student,30605,0,0,
f4a4de72-1817-459a-9b70-d12a6c4fa10b,Michael Davis,33,45980,666,Student,42298,0,1,
80480748-b3d0-4a54-ae5c-9a8181f964b5,William Choi,43,102126,687,Employed,27668,1,1,
cbfa5828-090a-4c07-9162-7172222c7fdb,David Myers,38,80599,804,Employed,10430,1,1,
890f107c-9413-4a07-8490-7eeadfa1b507,Julie Dunlap,60,117892,389,Student,47440,0,1,
2f5bc6d5-94d3-4b3d-8ad7-d841d71e3950,Timothy Gomez,48,75307,321,Employed,48687,0,1,
fef0609d-ad96-468f-add3-2085cb012bd4,Kimberly Ford,24,78251,588,Self-employed,40367,0,1,
9ce5961f-a32a-45ca-9990-96d84b047830,Frank Holden,31,106774,344,Self-employed,38257,1,0,
08eb33b2-cc0d-4bdd-8a46-e5d859f02d6f,Tami Hamilton,47,66008,842,Unemployed,40351,1,1,
5d709227-68e1-45a1-ad59-50d58dbfd715,Mr. Jason Martinez,28,49478,317,Unemployed,41469,1,1,
d2128b74-878c-40b1-9325-29853a8a7859,Rebecca Carlson,27,43143,751,Student,15957,0,0,
f2da4f5b-666c-4ff2-b005-ed3d77ff29e6,Thomas Lowe,42,32351,529,Student,11620,1,1,
bfffd8fd-f2bd-467d-a543-8b3eaec684d3,Misty Lynch,50,60401,585,Self-employed,18943,0,1,
e233f284-c18e-4a5d-8a97-735071fc2fe2,Billy Wilkins,29,43226,736,Employed,11686,0,0,
b2b66163-a77b-4f0c-848c-2c0ace001560,Russell Ryan,30,33670,423,Self-employed,10939,0,1,
4433c054-1ecd-455d-92ff-89d93f4bf6dc,Charlotte Stanley,55,100020,689,Employed,35503,1,1,
fd8b0c26-e3ba-4ada-a4a3-5e70d7b06a0f,Lynn Sullivan,42,47572,775,Self-employed,7614,0,1,
c34f6e35-4779-4e4d-b73e-2fadd007aa00,Douglas Graham,56,62035,657,Unemployed,16542,0,0,
ba89444b-f457-42d0-95e8-70d197053b88,Derrick Trujillo,65,38985,526,Unemployed,1396,0,1,
03d739f7-1be7-4321-9c8d-92fff6164439,Kelly Thompson,26,104281,337,Student,20572,0,1,
d0c52f94-e37e-4eee-9cff-c2d377e36bdc,Shawn Olson,40,118876,562,Employed,22407,1,0,
60275c07-5f50-4ba1-b0f1-22509336fa56,Brittany Sutton,34,106407,667,Student,41957,0,0,
e25279ad-9002-4731-b10b-1391eb573957,Jerry White,69,26504,512,Self-employed,26511,1,1,
bb03c668-4bf6-4eb7-b9c5-14c787dbf495,Tara Pena,51,36675,786,Self-employed,32976,0,0,
778c3fb8-1e33-4488-be77-6ed1d3b9628b,Colton Watson,44,62696,421,Self-employed,745,1,0,
99183299-7723-4e87-b71b-52d8c524793b,Kimberly Howard,59,49623,473,Employed,24327,1,0,
ef66b412-d31f-4ca5-af75-efd2f4188dbc,Steven Thomas,27,75592,466,Employed,266,0,1,
f663e788-8492-4577-9d98-907264307ddf,Cynthia Kramer,56,73720,691,Unemployed,8642,1,1,
a2308046-8497-4914-bf38-662dd2314acb,Nicole Porter,55,80339,663,Student,32385,1,1,
ea34e5c2-16f1-48bd-aae4-b28449b6bc95,Gregory Ashley,34,89454,525,Student,20824,0,0,
3ec221cd-5dd8-4806-b73b-1fde418c968b,Michael Woodward,46,46160,599,Employed,26797,0,1,
40abfc3c-6152-44eb-aae4-2efc9be07fa5,Ashley Reid,24,47005,770,Self-employed,7057,0,1,
6deefd93-c7a8-451b-aab2-b6b3833b11ff,Matthew Hunt,55,62935,492,Unemployed,28984,1,0,
17590b7f-59f4-47dc-a995-b7558fa0020c,Margaret Carroll,64,49679,325,Unemployed,13839,1,1,
c0f3bfd9-361f-4bfa-a3af-deb18e0bbaa5,Robert Tucker,59,78263,531,Self-employed,4351,0,0,
83b5876d-ebc3-4ffb-994c-451b71de680e,Maria Benton,62,72711,367,Self-employed,31561,0,0,
b43cb4bf-4a64-4294-9ee6-b2eaded64297,Rebecca Nelson,25,37263,584,Unemployed,3509,0,1,
0560ad54-228e-4af9-ad8a-05c7a08ef644,Erica Coleman,33,103629,519,Student,18767,1,1,
fc31d378-a0f5-4ec4-a3a4-0b6de49cea93,Heather Spencer,66,29295,454,Employed,24342,1,0,
4ee43745-f354-457b-b091-bf52103db50a,Terry Gonzalez,63,84062,665,Student,43425,0,0,
c0bc6045-65a5-4d24-b6bc-5ae96ade9e38,Frank Mcmahon,26,26181,697,Employed,10096,1,1,
5c968a34-29f3-4a57-ac85-202202ae4170,William Gibbs,36,117589,671,Student,49826,0,1,
6912cfc9-d898-48a9-b185-28bab4d69dd0,Melissa Lowe,25,99896,494,Unemployed,32636,1,1,
cc559cf9-db4c-4382-a2f2-df8513123012,Ryan Mitchell,60,99366,539,Employed,26267,1,1,
ace63487-3df8-4c16-b1e0-6cb63744fdbb,Carrie Dean,59,108232,493,Employed,25546,1,1,
6427b3ac-ce91-41ea-8aeb-42bae8fce177,Miss Carmen Liu,31,103011,601,Student,30672,1,0,
358f6008-25a9-4d89-9b7f-2bc194a9ec3d,Lisa Brady,46,25487,463,Student,7496,1,0,
c7017bfa-6c29-41e0-9de7-db9813f79cf3,Raymond Morrison,57,105578,394,Self-employed,44028,0,1,
642c761d-9aa9-4632-bb63-b81425f5c14c,Crystal Nichols,61,40506,395,Employed,4373,1,1,
c18f57c0-59db-4f5c-94d2-f85a5f58ef4a,Thomas Alvarez,36,74267,676,Student,44946,0,1,
2a133bc3-e27c-4c6d-b858-2bf3ae9209db,Justin Holder,46,49467,652,Self-employed,17347,1,0,
4c69118c-e482-4f4d-8ea5-c5eed3418ca4,Michael Khan,45,80212,518,Self-employed,12640,1,1,
74ef5413-9322-483f-8941-5e6462f8fa87,Justin Burton,35,93296,368,Employed,14582,0,0,
692a44c7-035d-4197-a135-bf6921003f2a,Thomas Le,46,73065,529,Student,20494,1,1,
73a3f2e4-6b85-46df-ae31-042472bc6ff4,Ernest Hall,69,46039,609,Student,47845,0,1,
6b58c43c-f5a1-4f28-86bc-85ae104b72e1,Jillian Skinner,41,37643,574,Unemployed,49605,1,1,
c2e0fe8c-377a-4a70-bee5-90912e0fbb77,Sarah Ingram,63,44335,768,Unemployed,16902,0,0,
a7a62274-233f-4919-92ce-2a43da003ccb,Richard Rodriguez,29,61517,612,Unemployed,4558,0,1,
771bc8ec-4563-4786-a816-d7a607a4f964,William Jackson,63,51763,458,Unemployed,30003,1,0,
98738a17-d3dc-4b83-a542-9f92197338f2,Nicholas Lee,25,60916,317,Employed,17479,0,1,
7858dfe2-9fdc-4439-a21b-9ab04752a727,Melissa Ramirez,68,23372,611,Unemployed,24923,0,1,
89c6335d-cfbe-4ccd-8094-986610762881,Kevin Porter,20,36922,585,Unemployed,35439,1,0,
dc7f62b2-eea3-40c6-b37a-81cc451833cf,Carolyn Luna,60,104523,385,Student,20104,1,0,
90ca963a-c5f9-496e-844f-53d0dad10620,Theresa Cabrera,39,111406,601,Self-employed,2140,0,0,
1373f2a9-903d-4e8f-b806-510679e284d4,Timothy Gilbert,59,48973,576,Unemployed,45056,1,1,
41938c2d-00a2-498e-a2d7-8582851e5f0c,Kent Garcia,41,109190,828,Self-employed,40977,1,1,
806fd320-22ec-4be8-a40e-14ad764fba8f,Alison Dudley,26,52131,437,Student,4586,1,0,
d01d69e5-14ca-4999-9251-71c4576e1e87,Andrew Lucas,58,40886,387,Employed,41330,0,0,
3418bb1a-d969-4481-b2ca-3a7d1ca662f5,Brandon Meza,21,78904,549,Employed,383,1,0,
916a4fb1-d5f3-4169-a8c3-1a9fbc77cf4b,Meghan Zavala,39,39020,579,Unemployed,25830,0,1,
d7aa5655-1c09-4a62-8a37-6593e3d97cd6,Debbie Matthews,48,109669,848,Unemployed,14764,0,0,
616d94d8-dae1-4b87-8515-f8f43a2101df,Eric Johnson,58,101776,686,Student,39932,1,1,
a855af09-b831-4911-83ba-af217584d4da,Audrey Foster,66,51559,603,Unemployed,9413,0,0,
