customer_id,name,age,income,credit_score,employment_status,existing_debt,has_defaulted,is_approved
a94ff420-ed2e-4c61-93b1-f141a93039a8,Stephen Roth,21,77664,639,Unemployed,45925,0,1
a80ae1bf-e691-445f-94f9-dbdda897b1a5,Robin Morgan,32,39287,668,Employed,36458,0,0
65827b7b-9828-40ea-9f27-86802f2b0567,Daniel Marsh,65,61608,596,Student,24230,1,1
92058948-1dfb-465c-8610-5d9561fa72e6,Andrew Meyer,65,43971,782,Unemployed,1769,1,0
b98a8e0d-3822-4801-93b7-c1d07045deaf,Andrea Parker,34,58866,524,Self-employed,18158,0,1
f90044b7-66dd-4199-b02f-44e8e331d256,Brian King,69,104660,548,Self-employed,37144,1,1
154aa68d-fba8-48f3-824b-fedd1b47f9a1,Amanda Wilson,20,85701,637,Self-employed,20214,1,0
3ab72149-0af7-43fb-b5f7-885f2c804450,Ashley Stanley,66,80028,621,Student,40219,1,1
10ad3116-72ba-4169-9cf4-0378b64a1c0a,Megan Fernandez,29,46576,730,Employed,42943,0,1
951466d7-a377-406c-a8ba-f4440b2b05e3,Dawn Hunter,19,98231,531,Unemployed,14519,1,0
ea9f9fd6-49e7-48bc-b698-4286b0f78926,David Roach,29,54438,696,Self-employed,44553,1,1
6f82be2f-3ffa-4581-9160-03a78844d19b,Joseph Roberts,20,29675,348,Unemployed,15304,1,0
0b3578e5-1685-49c7-b278-bea031a25348,Dennis Smith,68,82458,767,Unemployed,42113,1,1
1b3a911a-ff43-4ede-87cb-568b3a7e9bf6,Richard Gilmore,35,54220,587,Unemployed,11567,1,0
7503ffb7-a271-4493-9e4a-c594448d0b05,Rebecca Riddle,25,57590,449,Self-employed,18669,0,0
5f78a4c1-77ee-4831-a867-c1ff1b11dae3,Brooke Anderson,38,34150,822,Student,15199,0,0
bff5f312-07c2-401a-a2b0-2546b6dad497,Jacob Ortega,59,86517,512,Employed,30613,0,1
190e25e4-45bc-4b72-a8d0-18973c16087c,Charles Anderson,65,52909,651,Unemployed,29335,0,0
32223676-5c7f-4455-9448-3d3ec659dcff,Brooke Gardner,68,59702,616,Student,11011,0,1
3687908c-bb07-496f-9999-4445ecd7c9ed,Ashley Brown,35,100917,677,Self-employed,16391,1,1
6d7c882c-1979-4925-b5ae-cbb9596f2fe0,David Jenkins IV,30,115199,780,Employed,3574,0,1
9a7d27a9-2341-4ae5-9884-935d3968a801,Jimmy Anderson,30,35648,435,Unemployed,3441,0,1
4e672706-f360-4b5b-b386-0608e30bfe3a,Courtney Figueroa,61,116513,641,Unemployed,29030,1,0
dc977be9-b3d6-4adb-a1ae-9e806399073d,Shawn Richardson,18,67373,489,Self-employed,5846,1,1
38bbb127-4a32-4270-aa4d-dd6a078bcc5e,Hannah Lyons,43,101427,741,Employed,13280,0,0
ecc2ea1f-71d1-44af-b00b-cd2ec721ab11,Jim Roberts,46,69058,814,Self-employed,13215,0,0
d503f1a3-6090-4b63-9222-4a2d63ec7c33,Amanda Riley,62,116047,749,Self-employed,38977,1,0
713f412b-3e0a-46e2-b3b5-dfbe70a07fad,Susan Webb,36,21461,541,Unemployed,14846,0,0
a93801a8-5f8b-458c-b174-fcffb6acf37f,Beth Arnold,21,98731,669,Employed,19928,0,1
1d573950-e872-4d38-8d5e-9f64d6ffbf85,David Mercado,43,76452,831,Employed,43429,1,1
ef822e48-e659-404b-9346-da76ac37031a,Benjamin Sanders,44,48356,631,Employed,42310,1,0
ee15c5a8-8037-4e73-a542-9d0db3fd1456,Chad Palmer,43,29946,661,Student,37478,1,1
c1609898-dc01-4f7d-998e-a8af103a1876,Denise Fisher,28,77357,458,Unemployed,10787,1,0
67fe0263-9d83-4179-85ca-5d09b3b2e634,Charles Wheeler,34,89610,653,Unemployed,14700,0,0
ff724801-ec00-400f-9827-a7b053f71da9,Brenda Freeman,67,21510,760,Unemployed,16495,1,1
d38f7732-45af-4b52-b39f-46a40d140165,Keith Stewart,46,21679,643,Self-employed,13769,0,1
e6fbc5eb-9dd1-456f-bf80-22329b805c0f,Wayne Navarro,62,93296,844,Employed,4898,0,0
2d0f8dd2-67ec-4226-b94e-64474d82ca68,Kristina Lutz,24,97684,744,Employed,11010,0,1
ab993cbb-df63-49ae-90c4-4c97c98f4c44,Adrian Freeman,65,73385,556,Unemployed,44797,0,0
65b1abbd-ed42-47fd-90af-52aa4d430758,David Taylor,44,99861,692,Unemployed,14379,0,0
bf973f72-58f5-4a6a-9f22-66e50fa22fd5,Kathleen Richardson,43,67373,607,Employed,44757,1,0
fc75fcd6-6e5f-4c26-8c36-c2e32f2f5a1c,Ryan Meza,44,23526,813,Employed,9836,0,0
99ae33d3-7eb0-42d1-9b52-1b08bbd5dc35,Julie Harris,45,118944,746,Employed,2774,0,1
52ccc39e-3b1f-4bea-96f2-be541aada3eb,David Palmer,24,114930,531,Self-employed,3023,1,1
92eb9e93-fbeb-4624-9782-551d247ba512,Cheryl Hunt,35,75229,848,Self-employed,12038,0,1
17604e33-2286-48b8-a98e-1ce78e8aec15,Andrea Hill,44,51725,673,Self-employed,15768,1,0
f56aa631-61b7-4d7d-adb8-ec118fbd3fe3,Joshua Gaines,49,69191,619,Employed,30941,0,1
d53da277-2d48-4b05-93ba-e837a4e34449,Anne Decker,56,41248,312,Student,4785,0,0
365bc591-ec39-47ec-b0f5-910b6333dd93,Summer Byrd,53,117500,618,Unemployed,30784,1,1
c4811256-07e3-4214-b80f-9b5bfb3bfbfa,Samuel Smith,68,106302,374,Employed,1243,1,0
6d4980ea-75c8-49e2-a200-b5d12b622d88,Christina Smith,32,57694,377,Student,41958,1,0
08c36c78-9b01-4bb5-9ded-e2e7a1d78a4d,Heather Pearson,50,44637,485,Employed,24365,1,0
48d0783e-66a7-48fe-8e32-d4ba400f6e7b,Karla Wong,59,108120,601,Self-employed,23724,1,0
9d793a39-b810-47f4-998c-e95769e671c2,Julie Reese,23,58567,573,Unemployed,46378,1,1
9c5ed4e1-7523-4001-978f-e8ea92c792e1,Tammy Thomas,30,24743,593,Employed,16452,1,1
c34c2334-ec94-4734-a982-504cef7e75d1,Dawn Webb,42,44796,420,Student,23375,1,0
e61f124c-9f7e-4636-b9a4-f13a6c0b5b01,Alexis Pollard,64,87790,653,Unemployed,2437,0,1
b1b320e1-33ff-490e-b380-0a540d7012d1,Alex Torres,64,65749,480,Student,29431,1,0
2873e6e2-c03f-41d3-a363-7da74b544ca3,Carl Sanchez,35,118725,442,Unemployed,1042,0,1
de4a343c-4c8c-4ac7-8350-d9972d83c706,Raymond Byrd,19,20757,485,Employed,16838,1,1
aa4c0c3a-0df5-4ba9-9526-fd5e89a18587,Amy Smith,28,79379,808,Self-employed,24026,0,1
00d466b8-8a1a-41a8-a6de-eed171fb0dc5,Margaret Wells,18,80755,440,Student,34290,0,1
2ff231b1-9651-4bc4-8686-822e61cc09db,Timothy Burns,38,106509,666,Employed,48289,1,1
9746cf15-0943-4c55-8341-913896c63ed3,Dr. Linda Krueger,60,54744,447,Unemployed,44542,0,1
3359e5a7-ab9d-4d26-b20d-abb2a5c610a8,Brandy Parks,25,57231,499,Employed,34317,1,1
6094097f-8224-4c0e-b770-304939553db8,Zachary Higgins,48,68536,309,Student,12990,1,1
1c3b8491-2255-45cb-84b7-eac2926c642f,Kathleen Thornton,59,54731,634,Employed,23632,0,0
dbcf8693-8283-445b-93af-0322e2d035e3,Roger Jones,35,57016,526,Self-employed,34842,1,0
aeeb4cc4-3ef4-4fc1-9977-ba9d54738755,Brandon Brown,28,102440,565,Self-employed,46936,1,0
1b586aa1-9cb4-41f3-82f0-9af30e77e8f9,Melissa Stephens,67,75855,797,Self-employed,35817,1,1
2a74c99a-034d-437c-8554-85a59d166db5,Colleen Williams,36,74961,571,Self-employed,16444,1,0
d248cb29-d8de-4991-91f4-d94ba96d0b79,David Elliott,60,90292,385,Unemployed,32162,0,0
99b36b3a-c442-4005-905c-f0816356cfbb,Blake Roman,18,45614,848,Employed,1044,1,1
f7da0819-a02b-47bc-b0f9-06d0b557a77e,Richard Kelley,43,86877,579,Employed,24787,0,1
f7c2d652-538d-4964-9d97-b5fd81afd51a,Jonathan Cardenas,21,94758,408,Unemployed,28720,1,1
08474a0f-7d50-4495-8fd2-9d1d417b4aa2,Jonathan Clark,20,41072,573,Self-employed,24708,0,0
4981c97f-78ea-470c-a3ec-6350ba9d22ca,Jessica Reynolds,61,51578,310,Student,18914,1,1
069967c1-e12d-4587-8b16-0afc8a9212f9,Steven Paul,69,42374,765,Self-employed,13841,1,0
b7ffb0d8-7653-43dc-a0cc-b5308bf64df7,Matthew Gonzales,69,80228,500,Student,10836,0,0
62afcf4c-4134-4ce7-b9f1-a26e728f6072,Leroy Gay,19,51696,405,Employed,6399,1,1
c86411c4-3d19-4a59-81d7-44edc505d9b7,David Bauer,19,43718,310,Unemployed,24589,0,1
0ffc5b98-82aa-4810-b0a1-ba6f5b7bdca0,Margaret Anderson,64,26041,782,Self-employed,47336,1,1
1fa3c7e1-1a38-43e4-aaa5-d6d547901677,Thomas Garcia PhD,37,108494,750,Employed,26345,1,0
58bf01ff-7722-495e-b376-320e27a49ad8,Michael White,60,32127,327,Employed,40922,1,1
c5b57702-7030-4b2a-be39-7f05a756aae1,Jacob Gardner,21,21000,485,Employed,35622,1,0
9120c882-61c1-41ee-b0d7-07c0dbc0e6c8,Eric Welch,30,76267,576,Unemployed,31197,0,1
a2521fa6-9a6b-430a-90db-40e1a6a809b8,Christy Adams,38,47852,501,Self-employed,36884,1,0
9ea4c521-0f34-40a7-a651-8f152d5cbca3,Stephanie Reyes,63,64782,838,Unemployed,25970,0,1
1b2e908f-759e-4511-a6dc-4ce09f1bbded,Debra Sexton,52,62721,683,Employed,46762,0,1
eebcfe99-387f-451f-bb0c-ef19d2c9396b,Justin Nichols,61,111571,788,Student,32312,1,0
5ed0941c-099e-4ec1-a00c-0f73ac4793de,Nicole Daniels,69,99722,652,Self-employed,42620,1,1
2547eb7b-61cd-4047-b2f0-bf68597fcb71,Julia Coleman,45,37600,665,Student,20796,0,0
cf4bee0a-662d-4a17-bddf-a5cd87e87327,Karl Adams,53,64767,581,Unemployed,38498,0,0
8bf1ae0c-a475-486a-80e1-8133f2ab2992,Tracy Lawson,64,53718,599,Student,36297,0,1
139465fa-a61b-463c-baff-fb1f873e1507,Sabrina Ward,51,100709,356,Unemployed,21345,0,1
c32f42fc-0e18-4693-98d4-1d225ed7605b,Thomas Miller,54,45379,317,Self-employed,7738,1,0
bd3197d8-bee6-4c9f-862a-f0247e649517,Michael Townsend,65,101986,346,Self-employed,43759,0,1
2cd8c8e9-b100-45b9-adb3-02438bf67f09,Crystal Conner,22,114098,632,Self-employed,24706,0,1
219348cd-3f95-49e0-b32b-18f3ad98e200,Patricia Krause,24,118578,647,Student,9727,1,1
74e8cdf5-8ad3-4333-8476-696bc22127fb,Amy Rodriguez,19,82463,305,Student,8210,0,0
0f906ed1-9360-4f2b-809e-42a81fde8e0a,Jennifer Thomas,53,82786,313,Self-employed,43061,1,0
9edaf80a-0fb2-4cf8-8d16-ac73bdfcb15b,Ashley Henson,61,64598,742,Unemployed,15950,1,0
4f913a00-52aa-4b93-b389-09f3eb7eb4ce,Anna Anderson,67,81679,316,Self-employed,15789,1,1
fcbc3957-a7fd-4a8d-9447-2c6dda0b4fc8,Anthony Rivera,18,118453,832,Self-employed,11277,1,1
fe0d2938-6475-4bcf-9b8e-0f8d22e74069,Jason Stevens,41,54805,746,Student,41142,0,0
386d2a83-1516-45e4-99e1-7a9e1ba9dad6,Daniel Noble,19,112656,811,Employed,48448,1,1
e5310ab1-01e8-4526-a837-aba6a358009b,Robert Taylor,56,104288,609,Employed,37606,0,0
f327e161-7410-46dc-9083-8dda6491bfb8,Elizabeth Silva,65,100787,314,Employed,49961,0,0
33585e76-4d6a-4e02-b46d-a022bf1ba598,Lisa Obrien,47,97057,843,Self-employed,497,1,0
e2356e53-be52-4ac2-b04a-9a02c5ff0e65,Frank Sanchez,54,65114,719,Self-employed,5639,1,0
c4e64b4a-8245-4948-b5fc-b3aaeff875a1,Vanessa Meyers,50,59621,426,Employed,43833,1,0
114b0932-2839-4398-a72f-cc5ec742d98c,Alicia Grimes,18,66108,647,Student,15946,1,1
be82c337-c8ac-4749-b4cc-cda62a1809a8,Jennifer Davis,44,23772,612,Employed,39796,0,0
31a866db-3245-4327-8fb4-aae59e8aabe3,Luis Rodriguez,54,77587,815,Unemployed,15957,1,1
4718488d-83e5-4b64-a6d2-55fcc85c6589,Melissa Butler,67,84857,840,Unemployed,27166,1,1
904e3afd-8312-495b-8e26-4c690cf35c4f,Patricia Sanchez,54,92180,351,Self-employed,40971,1,0
989e75c2-92ee-4f9c-b40b-15421428e571,Marcus Williams,67,30249,421,Employed,24120,1,1
39c6f21c-6822-48e3-9b78-f29872485fed,Anna Hamilton,44,58012,351,Student,17965,0,1
f1ae9369-445f-4236-a0be-35ba76e7a75b,Matthew Copeland,51,59636,569,Unemployed,19234,0,1
cefbf8f7-8927-4a7e-afcd-cf17ebfdcf13,Barbara Scott,27,83819,552,Self-employed,35618,0,1
e3b89bc7-4e8c-4a29-a153-eaade29c3153,Teresa Rodriguez,42,91844,529,Student,25765,0,1
5e455045-3584-42a3-a120-ea79ec0cced2,John Lara,26,52220,566,Self-employed,5452,1,0
99000ed3-08dd-437b-a6ba-94ed9cdeef84,Maria Williams,42,105186,379,Student,26365,1,0
6db911ee-74fb-4f4d-9f70-6ae16f9e7946,Tom Torres,54,119885,759,Unemployed,40720,0,1
68fece74-9393-47e0-b765-a03fae404e05,Seth Short,34,115415,849,Unemployed,45054,1,1
b4073d82-9b52-402e-a38f-519b63652f2c,Christopher Santos,53,69556,479,Self-employed,1478,1,0
57ba6720-f13f-40ec-8020-44a8fba58718,Jerry Brewer,30,96636,396,Employed,29624,1,1
ed1397a5-5902-4108-85ea-e6f3921927c2,Jessica Rodriguez,58,85354,619,Employed,40810,0,1
045050f8-2297-4a23-a40c-79f3142303c6,Kathleen Suarez,50,80835,811,Student,13169,0,0
83faad39-62e3-4d53-8119-baa3573a6d71,Andrew Barrett,23,83478,325,Employed,49077,0,0
b767af33-9af8-4f17-a459-76817f95ea98,Michelle Davis,38,94125,668,Self-employed,41838,1,1
6515da41-d432-4100-888b-6261e564ab06,Katherine Armstrong,52,112715,360,Employed,46037,0,1
2633d04c-2fc2-49d6-9362-1e64e0c126e1,Miguel Conner,28,81210,821,Student,13119,0,1
83118a82-0396-445c-99f8-da4824f51626,Heather Pacheco,61,29013,678,Self-employed,29379,1,0
1949c35c-098f-4104-93dd-c386e3cd7de7,Trevor Holmes,36,70157,667,Self-employed,23955,0,0
0ccdc3db-02a8-42b9-a945-1cde129cdb3b,Eric Thomas,65,50233,370,Self-employed,1317,1,0
5f4eebb8-efc6-4cbe-8677-3e7894c127c1,Lisa Osborn,40,100089,428,Employed,14210,1,0
4d37b3b7-67b5-4f0f-8bd5-f34ea7109aab,Michelle Russo,28,70378,559,Employed,40451,1,0
a675081b-7616-4e70-a26e-35682e5dddd5,Denise Ellis,24,61840,615,Employed,41620,1,1
a480aaaa-ba9b-4a27-9b18-9561f64d89cc,Alan Taylor,46,75376,658,Self-employed,2122,0,0
1f23f03a-ddf5-4834-a3b7-8fd388f6d38f,Julie Blevins,51,114779,381,Unemployed,30049,0,1
613463ea-042e-46ae-9751-f6b475eaa9bc,Carla Gill,20,75256,826,Unemployed,36501,0,0
0f4c3f78-8096-417a-82ab-34514a69ddd5,Hannah Hurst,38,63299,681,Unemployed,35322,1,0
a8ff579c-1496-43ea-af48-0825081c779b,Todd Mcgee,63,69687,528,Unemployed,38491,0,0
ffeed87a-91bc-4d36-accd-96e07e2532fa,Paige Smith,59,109712,488,Employed,12418,1,1
bed7db35-b944-4204-b836-ebee9c5e9e93,Jeremy Hale,63,70613,350,Student,32271,1,0
8d1359ee-2220-4432-90ac-92bb602c08fb,Christopher Holder,55,97231,527,Unemployed,18239,0,1
baee79a7-b2f3-4fb2-b0e1-d46eb951a175,Zachary Edwards,31,99534,674,Self-employed,31704,0,0
b77dcb33-c29a-455e-8c3d-7e3eb5a4af90,Kayla Boyle,58,87672,754,Employed,4598,1,0
f3a3f45e-7412-4d10-9bf2-484e81da95c3,Jamie Webb,56,76789,469,Self-employed,31821,1,0
079d7c4a-076a-483d-b347-5202ab8705c1,Allison Potts,46,39018,504,Student,23635,1,0
a616a5a7-081b-4e64-a562-cf2495b31876,Travis Flynn,33,20816,778,Employed,15992,0,0
12875729-9821-48ce-9138-f5c6b322bb85,Michelle Taylor,18,43534,697,Employed,9618,1,1
d495f53f-7886-40d0-8c1f-53c57fe8eaa4,James Wright,69,102208,450,Employed,28074,1,1
98723e85-1e40-4616-95d7-5fcef7e9bf87,Alexis Jones,66,76905,403,Self-employed,41736,0,1
941f97cf-c139-440d-9bdb-d2bea8431917,Brandon Diaz Jr.,33,91959,368,Student,24523,1,1
bd0f0b7e-d636-43f2-9aa4-743ba8bff1cf,Edward Anderson,30,87763,765,Self-employed,14744,1,1
0455c46e-c395-4007-bac1-ca37d5b08052,Samuel Cameron,48,25792,629,Self-employed,25190,1,1
fdba757a-cd48-4c6a-af21-42e576a2ff33,Jeanette Morris,26,77730,330,Student,27197,1,0
3264b90c-8d06-4948-9e08-95e30b8f05ba,Michael Parker,68,88398,743,Employed,15175,0,1
d931af51-1b17-4c03-8aeb-6fc57da65482,Jessica Martinez,28,97981,770,Employed,29155,1,1
f0b443a9-bb65-4d90-9660-4add9ffc7f69,Scott Jones,31,104791,449,Student,938,0,0
f291ba18-a99a-4f98-9f49-95762ab85de6,Margaret Marsh,45,34747,400,Self-employed,47284,0,0
5408cf52-cad9-4fb9-8bcd-a3c5fbbbc01d,Alyssa Lindsey,49,98932,448,Self-employed,16698,0,1
a1899ca1-69fb-4541-8839-1bbc6de0a9e0,Patricia Lynch,51,60011,729,Employed,25456,1,0
e778b089-e029-4aaa-8447-3451265d3e52,Brian Long,38,75687,754,Employed,28715,0,1
959a727c-8e51-4efb-9a0a-f7f682830469,Rick Michael,39,106055,442,Employed,3428,0,1
54964fa0-c6e6-48ed-a1e8-5c15aab60f0e,Donald Wade,42,21947,515,Unemployed,38497,0,0
c99703bf-3354-41e8-93af-f787bbe162bb,Nancy Green,27,77660,835,Unemployed,49985,1,0
8010fd9f-3315-4bf1-b053-dd38f0a52340,Nancy Floyd,63,47640,391,Self-employed,5790,0,0
50b78460-0ff4-45f7-9781-e0d83cf713ff,Randall Bailey,61,71145,437,Employed,40488,1,1
82abbe40-57d1-40f0-8ada-6b4e54bd285d,Angela Miller,54,38151,601,Unemployed,35027,0,0
d8207cc6-52e7-4de0-ad23-22a24b042b54,Steven Carey,39,56077,647,Unemployed,35517,1,0
cbd92a34-edf8-4088-a53f-1226b09ce8bf,Kevin Mcgrath,62,68245,505,Student,24554,1,1
d408428c-f628-4118-8642-c717c75fd087,Elizabeth Green,66,43345,532,Unemployed,47308,0,0
6aa43f58-8b56-4a01-93ba-b0d14ead52a6,Matthew Stokes,46,28324,537,Employed,20022,0,1
6f5475cc-8139-4e7e-9342-cad3ac497556,Molly Jenkins,60,111381,574,Employed,9423,0,0
ac9ad4c2-635c-43ac-8f31-661ca53cf408,Mark Hurst,48,26278,732,Unemployed,27856,0,1
69e3dcaf-8f0c-4ed1-9aeb-ef3099d60c39,Colin Johnson,56,75665,563,Student,7525,0,0
0adcebc8-3ae0-414d-bb40-a8428aadd45d,Ronald Fox,35,46792,488,Unemployed,15802,1,0
ef495222-1d56-4211-a4f8-fb7a44d53efd,Maria Washington,32,60566,706,Unemployed,18985,0,1
00bb35bf-7f76-4ac1-b12d-3fe292d900c6,Wendy Newman,44,37687,582,Unemployed,46987,0,0
6bccd380-d056-4e27-abe4-512971ba864d,Jamie Hughes,30,96200,623,Unemployed,22648,0,0
074058fe-2b29-4aff-b927-bb1334011980,Christopher Costa,26,20127,687,Employed,42335,1,0
68bad57d-08fc-42ad-bd0e-98bc8c18b45e,Debbie Howe,48,105092,578,Student,13414,1,0
4ff6da89-2aff-4058-8ca8-567748c2f550,Zachary Collier,57,51704,737,Self-employed,46711,0,1
e9415b39-bf1c-459d-bbe8-92bff269c8ec,Anthony Moore,32,105764,596,Student,30288,1,0
1b6053f2-194e-42ef-b583-ab3fc14d28aa,Ryan Miller,52,85305,396,Self-employed,4812,1,0
f39e735a-fe20-4da5-a635-44ff7ddf2152,Jorge Davenport,56,45948,427,Student,33967,0,0
f789f353-0ce4-477e-9628-9da94dd6f67d,Jeremy Cantrell,58,111489,759,Student,40976,0,0
a64f6597-3382-4d41-8ffd-bb0147676973,Michelle James,44,46698,664,Student,3640,1,0
a1b8060c-5d32-47ea-a4e6-d30290d046a4,Jennifer Nelson,64,60873,563,Self-employed,16309,0,1
fe25c4b5-8288-4e69-953c-6a91cdf3679a,Angela Williams,50,65681,339,Unemployed,15047,0,1
5d1c32fb-5c45-4c72-a927-bda8124f0b7c,Jason Nielsen,19,55351,796,Student,23866,1,1
e5ebb075-6971-4181-91eb-28238d4b3273,Nicholas Hutchinson,34,81112,679,Employed,19225,1,1
bd03a041-c0a9-4c84-8c3c-27ec27898f11,Diane Smith,34,106650,395,Self-employed,42113,0,0
309c00be-6ea6-45a8-ba29-0ca9d997095d,James Owens,20,22993,337,Employed,33238,1,1
ff004266-e7de-4a69-a9f1-47e45bfa65fe,Amy King,36,42873,625,Employed,35916,0,1
641754ea-e7c0-41c2-8379-1c85c4d07cf3,Danielle David,32,67790,588,Employed,7312,1,0
c48293ba-800b-4e7f-851f-168757d7e1b3,Teresa Cantrell,45,27505,805,Unemployed,21743,1,1
a020fa29-45af-4cd5-9b0b-24ab673c1f06,Paula Stewart,50,33903,776,Unemployed,3081,0,0
a414cace-0e24-493d-bedc-bfebb92c6493,Daniel Bell,62,99786,337,Unemployed,6384,0,0
ed4c3412-800f-44bf-b40b-cfdf0d181593,Donald Clark,66,41930,819,Self-employed,3863,1,1
0dbace69-43a9-4ddc-bac9-bfe30d703aa9,Michael Bailey,25,112817,466,Student,37959,0,1
be8c02c0-98bf-41b9-89ad-bf94defc4cf2,Toni Austin,18,62095,516,Self-employed,26990,1,1
dc78104a-3578-4789-b0ca-d93c1c96ecb8,Paul Fields,50,56521,455,Unemployed,34344,1,0
d9571120-1f86-4bc2-90f2-da600dc47f2b,Amanda Pena,19,92655,749,Employed,47050,0,0
5ebd5cc0-476e-4b52-b7cd-5fee49bcdb72,Jose Le,38,29240,577,Student,39183,1,1
7a2ff0db-ca24-4b2e-ba12-e2c47a8ee6c4,Paul Morgan,48,44745,503,Self-employed,32338,0,0
59b0f953-d9f7-47cf-ab0f-34fd7f56398e,Robert Adams,29,75138,642,Student,18315,1,1
c78d9519-ab7f-4ebe-ac8d-bb36747aeb18,Patricia Conway,28,86914,472,Employed,7636,1,0
b2114a0b-2c2a-46e9-a214-eb4be31a9322,James Adams,23,30799,610,Unemployed,30089,1,0
